,place_id,name,cre_id,Longitud,Latitud,regular,premium,Estado
9602,12798,SERVICIO SAN FRANCISCO ASSISI SA DE CV,PL/10675/EXP/ES/2015,-97.35987,19.82551,20.17,21.53,Puebla
9605,12802,PABLO MORALES UGALDE,PL/10678/EXP/ES/2015,-97.55215,18.83491,19.99,21.85,Puebla
9606,12803,"DISTRIBUIDORES DE COMBUSTIBLE DE PALMAR DE BRAVO, S.A. DE C.V.",PL/10679/EXP/ES/2015,-97.69188,18.91526,19.99,21.85,Puebla
9607,12804,"DISTRIBUIDORES DE COMBUSTIBLE DE PALMAR DE BRAVO, S.A. DE C.V.",PL/10680/EXP/ES/2015,-97.37624,18.43544,19.99,21.85,Puebla
9608,12805,PABLO MORALES UGALDE,PL/10681/EXP/ES/2015,-97.72171,18.88152,19.99,21.85,Puebla
9611,12808,JULIO EDUARDO MORALES GENES,PL/10684/EXP/ES/2015,-97.63999,18.66786,19.99,21.85,Puebla
9613,12810,REY MORALES UGALDE,PL/10685/EXP/ES/2015,-97.77401,18.97687,19.99,21.85,Puebla
9644,12859,FRANCISCO HERNANDEZ FLORES,PL/10739/EXP/ES/2015,-98.40857,18.92925,19.5,20.57,Puebla
9659,12875,"Servicio y Calidad de Hueyatzacoalco, S.A. de C.V.",PL/10753/EXP/ES/2015,-98.45135,19.28273,19.95,21.85,Puebla
9666,12884,JOB MORALES UGALDE,PL/10760/EXP/ES/2015,-97.95194,19.01131,19.99,21.85,Puebla
9749,13011,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",PL/10808/EXP/ES/2015,-98.28584,19.09426,20.45,22.59,Puebla
9750,13012,"AUTOSERVICIO MAGESTIC, S.A. DE C.V.",PL/10809/EXP/ES/2015,-98.24628,18.97175,19.71,22.43,Puebla
9751,13013,"LA CASA DEL SOL GASOLINERIA, S.A DE C.V.",PL/10810/EXP/ES/2015,-97.50146,19.50703,19.75,22.5,Puebla
9811,13096,"SERVICIO MARIGAS, S.A. DE C.V.",PL/10956/EXP/ES/2015,-98.22831,19.1003,15.95,17.65,Puebla
9855,13150,RODRIGO PEREZ VEGA,PL/10834/EXP/ES/2015,-98.73183,18.66785,20.1,21.6,Puebla
9874,13176,SERVICIOS WURTS S.A DE CV.,PL/10853/EXP/ES/2015,-97.96387,20.27398,20.8,22.11,Puebla
9875,13177,SERVICIOS WURTS S.A DE CV.,PL/10854/EXP/ES/2015,-98.01723,20.19953,20.63,22.26,Puebla
9886,13188,"GENESIS ESTACION DE SERVICIO S.A. DE C.V.,",PL/10864/EXP/ES/2015,-97.35427,19.82323,20.3,21.65,Puebla
9914,13238,"Gasolinera El Mirador, S. A. de C. V.",PL/11010/EXP/ES/2015,-98.19272,19.01798,19.35,21.31,Puebla
9930,13257,"GENKUN, S. DE R.L. DE C.V.",PL/10969/EXP/ES/2015,-98.20203,19.03514,19.85,21.89,Puebla
9954,13290,"Hidrocarburos Modelo, S.A. de C.V.",PL/10994/EXP/ES/2015,-97.80166,18.97848,19.85,21.51,Puebla
10007,13367,"SERVICIO EL CAMINO DE SAN LUIS, S.A. DE C,V,",PL/11289/EXP/ES/2015,-97.45354,19.35009,20.29,22.54,Puebla
10008,13369,"ALDIA, S.A. DE C.V.",PL/11243/EXP/ES/2015,-98.20509,19.0257,19.79,21.85,Puebla
10011,13379,"ALDIA, S.A. DE C.V.",PL/11246/EXP/ES/2015,-98.29624,19.0625,19.99,22.09,Puebla
10056,13440,ESTACION DE SERVICIO GUALUPITA S.A. DE C.V.,PL/11300/EXP/ES/2015,-97.4745,18.5,19.9,21.65,Puebla
10060,13449,MARIA DE LA GRACIA CONSUELO PEREZ ZURITA,PL/11306/EXP/ES/2015,-97.35175,19.82343,20.81,22.15,Puebla
10077,13477,JOSE RODRIGO ZORRILLA RODRIGUEZ,PL/12577/EXP/ES/2015,-97.80199,19.23301,19.15,20.95,Puebla
10080,13481,"AUTOSERVICO TEPATLAX, S.A. DE C.V.",PL/12580/EXP/ES/2015,-97.96824,19.09317,18.97,20.97,Puebla
10104,13512,SERVICIO PARA GASOLINERAS GRAN MECA S.A. DE C.V.,PL/11325/EXP/ES/2015,-97.345,18.33638,20.89,22.79,Puebla
10127,13546,IRIS ERIKA VAZQUEZ CORTES,PL/11413/EXP/ES/2015,-97.51391,18.81119,16.98,21.85,Puebla
10142,13567,"YZI AVENTURA LOMAS, S. DE R.L. DE C.V.",PL/11350/EXP/ES/2015,-98.26644,19.00742,20.15,22.29,Puebla
10186,13653,SUPER SERVICIO NUEVO BC SA DE CV,PL/12607/EXP/ES/2015,-97.39012,20.25798,20.13,21.85,Puebla
10245,13753,"SERVICIO LA PIEDAD, S.A. DE C.V.",PL/11440/EXP/ES/2015,-98.22107,19.04553,19.96,22.2,Puebla
10272,13818,FACUNDO RODRIGUEZ CASTAÑEDA,PL/11510/EXP/ES/2015,-97.5851,18.58268,20.4,22.5,Puebla
10277,13826,"ENERGETICOS DAZA, S.A. DE C.V.",PL/11493/EXP/ES/2015,-97.91019,18.72974,20.25,21.54,Puebla
10312,13895,ISRAEL RECHY MARTINEZ,PL/12613/EXP/ES/2015,-97.59931,19.64487,17.28,16.56,Puebla
10313,13897,JOSE LUIS RECHY MARTINEZ,PL/12614/EXP/ES/2015,-97.59862,19.64411,16.56,16.56,Puebla
10340,13952,AUTOGAS LAS ANIMAS S.A. DE C.V.,PL/11984/EXP/ES/2015,-98.23411,19.04398,18.95,20.39,Puebla
10362,14015,SERVICIO DEL CENTRO DE RAFAEL LARA GRAJALES S.A. DE C.V.,PL/12620/EXP/ES/2015,-97.80412,19.22718,19.5,21.41,Puebla
10366,14020,SINERGIA DE ENERGETICOS S.A. DE C.V.,PL/12043/EXP/ES/2015,-98.22344,19.06675,19.99,22.09,Puebla
10390,14060,SERVICIO MECAPALAPA S.A. DE C.V.,PL/12025/EXP/ES/2015,-97.8501,20.52828,19.3,21.85,Puebla
10410,14092,"FOMENTO EMPRESARIAL DE PUEBLA, S.A. DE C.V.",PL/12053/EXP/ES/2015,-98.20445,18.99362,19.75,21.89,Puebla
10424,14113,CLEMENTE FELIX LOPEZ ALVAREZ,PL/12064/EXP/ES/2015,-97.86919,18.88554,19.4,19.4,Puebla
10509,14245,servicio catorce sur s.a. de c.v.,PL/12712/EXP/ES/2015,-98.21278,18.99393,19.75,21.99,Puebla
10521,14264,Ezequiel Cuatepitzi Fabian,PL/12685/EXP/ES/2015,-97.2614,19.25476,19.25,21.85,Puebla
10535,14288,DIMAS ROMUALDO MARTINEZ,PL/12698/EXP/ES/2015,-98.08693,18.18205,22.0,22.5,Puebla
10538,14292,"DISTRIBUIDORES DE COMBUSTIBLE DE PALMAR DE BRAVO, S.A. DE C.V.",PL/12701/EXP/ES/2015,-98.13119,19.09338,19.99,21.85,Puebla
10542,14298,HUGO BERISTAIN BENITEZ,PL/12740/EXP/ES/2015,-97.68296,18.76036,19.95,21.45,Puebla
10578,14356,"Combustibles Max, S.A. de C.V.",PL/12766/EXP/ES/2015,-97.50542,18.83024,20.54,22.6,Puebla
10673,14464,"Gasolinería Alguta, S. A. de C. V.",PL/12887/EXP/ES/2015,-98.18298,19.06525,20.25,21.0,Puebla
10680,14474,STAKUJUT LIMAKHKANG SPR DE RI,PL/12879/EXP/ES/2015,-97.55602,20.07736,21.5,21.85,Puebla
10702,14499,ROSALIA VELAZQUEZ ANTONIO,PL/12907/EXP/ES/2015,-97.3245,18.89668,20.5,21.85,Puebla
10705,14502,"GASOLINERA ESPERANZA, S.A DE C.V.",PL/12903/EXP/ES/2015,-97.38659,18.87706,20.39,21.85,Puebla
10752,14856,"COMBUSTIBLES LA CONSENTIDA, S.A. DE C.V.",PL/13057/EXP/ES/2016,-97.41187,18.72859,20.5,21.85,Puebla
10765,14912,SERVICIOS FETECO S.P.R. DE R.L.,PL/13123/EXP/ES/2016,-97.24128,18.57017,20.85,20.72,Puebla
10810,15694,ESTACION DE SERVICIO LA RECTA PLATINO SA DE CV,PL/13099/EXP/ES/2016,-98.23294,19.05927,17.8,17.8,Puebla
10905,16221,"SERVICIO CAMIRRE, S.A. DE C.V.",PL/13721/EXP/ES/2016,-98.57304,19.25541,19.79,21.69,Puebla
10916,20764,ESTACIÓNDESERVICIOSMULTIPLESSANTONIÑODOCTORSADECV,PL/13627/EXP/ES/2016,-97.89888,18.96059,19.65,21.69,Puebla
10917,20765,"ZOHAN GAS, S. DE R.L. DE C.V.",PL/13595/EXP/ES/2016,-98.43809,18.89708,19.99,21.69,Puebla
10948,20880,COMBUSTIBLES MINA S.A. DE C.V.,PL/13612/EXP/ES/2016,-98.37794,19.16645,19.74,21.38,Puebla
10950,20882,LUNA GAS S.A. DE C.V.,PL/13599/EXP/ES/2016,-98.0672,20.17533,20.65,22.29,Puebla
10970,20902,GASOLINERIA EMILIO CARRANZA SA DE CV,PL/18788/EXP/ES/2016,-97.6639,19.71613,20.3,21.85,Puebla
10997,21053,GASOLINERA RASAGUI S.A. DE C.V.,PL/19020/EXP/ES/2016,-98.22831,19.04418,19.59,21.99,Puebla
10999,21055,MARIA LUISA PANDUR BERNARDINO,PL/19032/EXP/ES/2016,-97.75022,18.8894,19.9,21.5,Puebla
11019,21143,"TENEXTATILOYAN AUTO SERVICIO,S.A. DE C.V.",PL/18933/EXP/ES/2016,-97.597,19.72175,20.39,21.91,Puebla
11023,21147,SERVICIOS GLAMA SA DE CV,PL/18967/EXP/ES/2016,-98.59364,19.40213,19.9,22.0,Puebla
11061,21257,"POLIOIL, S. DE R.L. DE C.V.",PL/19084/EXP/ES/2016,-98.23053,19.04949,19.75,21.89,Puebla
11081,21286,"HIDROSINA PLUS, S.A.P.I. DE C.V.",PL/18822/EXP/ES/2016,-98.43146,18.89714,19.99,21.69,Puebla
11105,21403,COMBUSTIBLES RIDORSA SA DE CV,PL/19133/EXP/ES/2016,-98.25832,19.14027,20.2,22.15,Puebla
11184,21607,ESPAÑA CORPORATIVO SA DE CV,PL/19277/EXP/ES/2016,-98.22448,19.03756,19.99,21.89,Puebla
11185,21622,"GASOLINERA LA MALINCHE , S. A . DE C.V.",PL/19298/EXP/ES/2016,-98.03349,19.03854,19.73,22.39,Puebla
11186,21623,"GRUPO BEDEZ, S.A DE C.V.",PL/19299/EXP/ES/2016,-98.42002,18.90019,19.76,21.34,Puebla
11203,21641,"AUTOSERVICIOSAN JOSE MAYORAZGO DE PUEBLA, S.A DE C.V",PL/19303/EXP/ES/2016,-98.23941,19.00246,19.84,21.84,Puebla
11210,21665,ESTACION DE SERVICIO SUBPLATINO SA DE CV,PL/19323/EXP/ES/2016,-98.22735,19.01644,19.8,21.6,Puebla
11245,21785,GASOLINERA ZAVALETA S.A. DE C.V.,PL/19419/EXP/ES/2016,-98.23992,19.05444,20.34,21.99,Puebla
11274,21881,"ENERGETICOS TECAM, S.A. DE C.V.",PL/19509/EXP/ES/2016,-97.75017,18.88953,19.15,21.05,Puebla
11278,21890,"GRUPO GASOLINERO RAMA, S.A DE C.V.",PL/19512/EXP/ES/2016,-97.41251,19.11373,19.99,21.49,Puebla
11313,21952,SERVICIO RENDIGAS AHUEHUETZINGO SA DE CV,PL/19567/EXP/ES/2016,-98.63608,18.49138,19.99,21.95,Puebla
11314,21953,ENERGETICOS EL FRESNO S.A. DE C.V.,PL/19568/EXP/ES/2016,-97.95779,18.92554,19.98,21.74,Puebla
11316,21955,VERONICA LAZARO GONZALEZ,PL/19570/EXP/ES/2016,-97.3232,19.7853,20.3,21.85,Puebla
11366,22157,ENERGETICOS DUAL S.A. DE C.V.,PL/19743/EXP/ES/2016,-97.41276,19.11482,19.99,21.49,Puebla
11379,22172,"SERVICIO SAN AGOSTINO, S. DE R.L. DE C.V.",PL/19758/EXP/ES/2016,-98.40133,18.93909,19.19,20.86,Puebla
11422,22314,SORTE GAS S.A. DE C.V.,PL/19862/EXP/ES/2017,-98.06342,19.04516,19.9,22.0,Puebla
11474,22480,"DISTRIBUIDORES DE COMBUSTIBLE DE PALMAR DE BRAVO, S.A. DE C.V.",PL/20001/EXP/ES/2017,-98.25208,19.10421,19.99,21.85,Puebla
11531,22648,NACOZARI GASOLINERIA S.A. DE C.V.,PL/20125/EXP/ES/2017,-98.00681,19.0356,19.75,22.0,Puebla
11548,22698,AUTOSERVICIO DEL LIBRAMIENTO CHIGNAHUAPAN SA DE CV,PL/20166/EXP/ES/2017,-97.95766,19.75032,20.5,21.85,Puebla
11552,22741,SERVI OKTAN S.A. DE C.V.,PL/20186/EXP/ES/2017,-97.42094,18.46879,20.23,21.99,Puebla
11555,22744,JIR GAS S.A. DE C.V.,PL/20190/EXP/ES/2017,-98.1806,18.99746,19.25,21.8,Puebla
11588,22863,Estación de Servicio Esencia S.A de C.V,PL/20279/EXP/ES/2017,-98.2386,19.0886,19.87,21.63,Puebla
11589,22864,Estación de Servicio Artemisa S.A de C.V,PL/20280/EXP/ES/2017,-98.2379,19.0686,19.87,21.63,Puebla
11604,22937,GASOLINERA HEROES GEPI S.A. DE C.V.,PL/20331/EXP/ES/2017,-98.22321,18.9799,19.92,21.88,Puebla
11605,22938,Estacion de Servicio Itzel S.A de C.V,PL/20341/EXP/ES/2017,-98.2958,19.1629,20.15,22.15,Puebla
11606,22939,Estacion Osiris S.A de C.V,PL/20342/EXP/ES/2017,-98.0943,19.0622,20.61,22.29,Puebla
11613,22948,ESTACION EL RENGO S DE RL DE CV,PL/20336/EXP/ES/2017,-98.19947,19.06289,19.27,21.99,Puebla
11615,22951,"SERVICIO OLXO 5, S.A. DE C.V.",PL/20338/EXP/ES/2017,-98.26658,18.97768,19.19,21.69,Puebla
11628,23064,"SUPER SERVICIO TOLOXA, S.A. DE C.V.",PL/20409/EXP/ES/2017,-98.37003,19.04457,20.15,21.89,Puebla
11632,23138,PAMA ESTACION DE SERVICIO S. A. DE C. V.,PL/20453/EXP/ES/2017,-97.37466,19.81544,20.25,21.55,Puebla
11635,23146,EUGENIA MARTINEZ GUERRERO,PL/20446/EXP/ES/2017,-97.37355,19.825,20.3,21.75,Puebla
11636,23149,Estacion de Servicio Ayman S.A de C.V,PL/20444/EXP/ES/2017,-98.40262,18.93618,19.22,20.74,Puebla
11637,23150,COMERCIALIZADORA DE ATEMPAN SA DE CV,PL/20441/EXP/ES/2017,-97.45414,19.83762,20.25,21.55,Puebla
11652,23213,DIEGO ALONSO GONZALEZ SANCHEZ,PL/20534/EXP/ES/2017,-98.26928,18.94819,20.15,21.99,Puebla
11653,23214,Estacion el Batan S.A. de C.V.,PL/20535/EXP/ES/2017,-98.06861,19.04464,19.99,22.67,Puebla
11654,23215,FERALGO SA DE CV,PL/20536/EXP/ES/2017,-98.23716,19.05164,19.25,22.0,Puebla
11695,23397,RAFAEL CONTRERAS VALENCIA,PL/20674/EXP/ES/2017,-97.96001,19.10103,18.99,21.18,Puebla
11711,23508,GRUPO GASOLINERO EXITO SA DE CV,PL/20770/EXP/ES/2017,-97.41843,18.53954,20.54,21.9,Puebla
11712,23509,"GRUPO SAN FRANCISCO DE PUEBLA, S. DE R.L. DE C.V.",PL/20771/EXP/ES/2017,-98.19774,18.98161,19.99,21.89,Puebla
11726,23915,OPERADORA SAN MARTINITO SA DE CV,PL/20809/EXP/ES/2018,-98.25132,19.0253,20.19,21.87,Puebla
11782,24111,"ESTACIÓN LA DIAGONAL, S.A. DE C.V.",PL/20958/EXP/ES/2018,-98.15995,19.05995,19.57,22.99,Puebla
11838,24221,ESTACION GEMMA LA FAVORITA S.A DE C.V,PL/21063/EXP/ES/2018,-98.2739,19.12819,20.24,22.44,Puebla
11889,24354,SERVICIO Y CALIDAD OJO DE AGUA SA DE CV,PL/21180/EXP/ES/2018,-98.45287,19.29133,20.19,21.71,Puebla
11890,24356,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",PL/21181/EXP/ES/2018,-98.1693,18.99155,19.25,21.89,Puebla
11896,24394,GRUPO PROMOTOR IBERMEX SA DE CV,PL/21217/EXP/ES/2018,-98.26434,19.1432,19.99,22.05,Puebla
11906,24405,SUPER SERVICIO BUGAMBILIAS 123 S.A. DE C.V.,PL/21228/EXP/ES/2018,-98.11194,19.04603,19.99,22.09,Puebla
11909,24470,"DISTRIBUIDORA COMSUR, S.A. DE C.V.",PL/21271/EXP/ES/2018,-97.28741,18.37615,20.6,21.85,Puebla
11913,24482,GASOLINERAS SHARON S.A DE C.V,PL/21275/EXP/ES/2018,-97.37612,18.44037,20.59,22.55,Puebla
11934,24563,ESTACION DE SERVICIO MASS PLUSS SA DE CV,PL/21364/EXP/ES/2018,-98.43062,19.28742,20.29,21.89,Puebla
11940,24569,"SERVICIO ALFA BRAVO COCA, S.A. DE C.V.",PL/21370/EXP/ES/2018,-98.17208,19.04739,19.75,21.79,Puebla
11957,24665,MULTISERVICIOS SAN CAYETANO S.A.DE C.V.,PL/21450/EXP/ES/2018,-98.54807,19.33457,20.49,21.99,Puebla
11960,24668,PLATAFORMA AREK S.A. DE C.V.,PL/21453/EXP/ES/2018,-98.21184,19.06757,20.09,22.19,Puebla
11966,24695,ENERGETICOS MUÑOZ S.A. DE C.V.,PL/21486/EXP/ES/2018,-97.95225,19.10873,19.29,21.47,Puebla
11983,24785,SERVIOK S.A. DE C.V.,PL/21560/EXP/ES/2018,-97.40252,18.48531,19.9,21.9,Puebla
12004,24901,AUTOSERVICIO DEL LIBRAMIENTO CHIGNAHUAPAN SA DE CV,PL/21662/EXP/ES/2018,-97.81576,19.80935,19.99,21.55,Puebla
12006,24905,ESTACION LA FLEISMAN S.A. DE C.V.,PL/21666/EXP/ES/2018,-98.45105,19.29883,19.99,21.99,Puebla
12027,24927,"SERVICIO PERIFÉRICO ECOLÓGICO GASCO, S. DE. R.L. DE C.V.",PL/21688/EXP/ES/2018,-98.17849,18.97974,19.79,21.86,Puebla
12077,25498,"Costco Gas, Sociedad Anónima de Capital Variable",PL/21879/EXP/ES/2018,-98.23837,19.03338,19.55,21.39,Puebla
12162,25900,VENTURA GONZALEZ AGUILAR,PL/22234/EXP/ES/2019,-97.28649,19.94239,20.34,21.89,Puebla
12163,26023,VENTURA GONZALEZ AGUILAR,PL/22436/EXP/ES/2019,-97.3,20.01,20.39,21.95,Puebla
12193,26066,LA LUZ ESTACIÓN DE SERVICIO S.A DE C.V,PL/22404/EXP/ES/2019,-98.4258,18.8945,20.2,21.69,Puebla
12199,26072,"HONESTIDAD TOTAL, S. DE R.L. DE C.V.",PL/22398/EXP/ES/2019,-98.19007,18.99715,19.75,21.89,Puebla
12200,26073,GUZA ENERGETICOS S.A. DE C.V.,PL/22397/EXP/ES/2019,-98.13921,19.02285,19.99,21.99,Puebla
12215,26092,ESTACION EL OCOTAL  S.A. DE C.V.,PL/22378/EXP/ES/2019,-98.46969,19.26929,19.89,21.99,Puebla
12222,26102,ANABEL PAZOS FUENTES,PL/22342/EXP/ES/2019,-97.35342,19.79099,20.3,21.85,Puebla
12245,26279,MARIA LUISA PANDUR BERNARDINO,PL/22609/EXP/ES/2019,-97.73843,18.88358,19.9,21.5,Puebla
12256,26290,ANTONIO GALINDO ROSAS,PL/22556/EXP/ES/2019,-97.84165,18.94835,19.79,21.59,Puebla
12274,26308,ESTACIÓN DE SERVICIO SERVIGAS DE PUEBLA S.A.  DE C.V.,PL/22588/EXP/ES/2019,-98.32668,19.05589,20.09,22.19,Puebla
12284,26327,ENERGETICOS SAN DAMIAN S.A DE C.V.,PL/22577/EXP/ES/2019,-98.41971,19.28938,20.29,21.89,Puebla
12307,26386,SERVICIO GAS 5 S.A. DE C.V.,PL/22634/EXP/ES/2019,-97.34708,19.29322,20.17,21.65,Puebla
12324,26495,PORFIRIO AGUILAR TLALTECATL,PL/22870/EXP/ES/2019,-98.40598,19.01222,20.15,21.94,Puebla
12345,26518,GRUPO REPOSTA MEXICO SA DE CV,PL/22857/EXP/ES/2019,-98.23036,19.00122,19.9,21.49,Puebla
12349,26522,GRUPO MOPERAL S.A. DE C.V.,PL/22855/EXP/ES/2019,-98.41116,18.92425,19.37,20.99,Puebla
12352,26525,"GRUPO EMPRENDEDOR LAS TORRES, S.A. DE C.V.",PL/22853/EXP/ES/2019,-98.24388,19.02227,20.21,22.27,Puebla
12357,26530,BLUE GAS S.A. DE C.V.,PL/22832/EXP/ES/2019,-97.31016,19.8008,20.3,21.85,Puebla
12376,26610,SERVICIO TLAMENAQUE SA DE CV,PL/22879/EXP/ES/2019,-98.45408,19.27428,19.99,21.99,Puebla
12399,26638,GASOLINERAS R.U.A. PUEBLA S.A DE C.V.,PL/22902/EXP/ES/2019,-98.27775,19.04769,20.25,21.8,Puebla
12413,26751,COMERCIALIZADORA XOTLALLI S.A. DE C.V.,PL/23018/EXP/ES/2019,-98.5029,18.1946,20.55,22.45,Puebla
12424,26765,JULIO ANGEL ALONSO MONTAGNER,PL/23035/EXP/ES/2019,-97.87815,18.9395,19.45,21.35,Puebla
12458,26939,ESTACION DE SERVICIO EL XOCUAL S.A.DE C.V.,PL/23221/EXP/ES/2020,-98.46274,19.36783,20.59,21.99,Puebla
12472,26968,GRUPO REPOSTA MEXICO SA DE CV,PL/23235/EXP/ES/2020,-98.13762,19.0428,19.86,22.09,Puebla
12473,26969,GRUPO REPOSTA MEXICO SA DE CV,PL/23234/EXP/ES/2020,-98.21768,18.98158,19.84,21.93,Puebla
12474,26970,GRUPO REPOSTA MEXICO SA DE CV,PL/23233/EXP/ES/2020,-98.12674,19.06129,19.64,21.59,Puebla
12475,26971,GRUPO REPOSTA MEXICO SA DE CV,PL/23232/EXP/ES/2020,-98.22784,19.07973,19.9,21.68,Puebla
12534,27292,GASOLINERA OCOCINGO S.A. DE C.V.,PL/23504/EXP/ES/2020,-97.40385,18.46899,20.49,21.95,Puebla
12558,27417,SERVICIO Y CALIDAD DE MOYOTZINGO S.A. DE C.V.,PL/23669/EXP/ES/2020,-98.39818,19.25364,19.19,21.49,Puebla
12574,27444,SERVICIO DEL CENTRO DE RAFAEL LARA GRAJALES S.A. DE C.V.,PL/23666/EXP/ES/2020,-97.80486,19.23476,19.5,21.29,Puebla
12605,27533,SERVI REMDU S.A. DE C.V.,PL/23753/EXP/ES/2021,-98.26989,19.00526,19.65,21.89,Puebla
12625,27578,OKTAN MAGNUS S.A. DE C.V.,PL/23793/EXP/ES/2021,-97.42896,18.47439,20.15,21.89,Puebla
163,2202,ESTACION TALLERES S.A. DE C.V.,PL/888/EXP/ES/2015,-86.88126,21.15601,21.44,22.69,Quintana Roo
194,2233,GASOLINERA NORPONIENTE S.A. DE C.V.,PL/889/EXP/ES/2015,-86.89943,21.14857,21.39,22.69,Quintana Roo
502,2541,SERVICIO ZENOTE S.A. DE C.V.,PL/884/EXP/ES/2015,-86.86021,21.15723,21.39,22.59,Quintana Roo
540,2593,SERVICIOS JAZMIN S.A. DE C.V.,PL/1479/EXP/ES/2015,-86.87553,20.91119,20.79,22.94,Quintana Roo
555,2608,SERVICIO MARITIMO CORAL S.A. DE C.V.,PL/1483/EXP/ES/2015,-86.86012,21.15244,21.44,22.49,Quintana Roo
563,2616,INMOBILIARIA CORRALEJO S.A. DE C.V.,PL/1481/EXP/ES/2015,-87.08114,20.6367,21.49,22.79,Quintana Roo
572,2625,SERVICIOS PLAYACAR S.A. DE C.V.,PL/1482/EXP/ES/2015,-87.07149,20.64288,21.49,22.79,Quintana Roo
607,2660,GRUPO CASTAÑO DEL SURESTE S.A. DE C.V.,PL/1480/EXP/ES/2015,-88.29613,18.53215,20.09,21.29,Quintana Roo
704,2758,SERVICIO MAR CARIBEÑO S.A. DE C.V.,PL/1071/EXP/ES/2015,-86.86044,21.1751,21.29,22.64,Quintana Roo
717,2771,SERVICIO MILENIO S.A. DE C.V.,PL/1179/EXP/ES/2015,-86.83383,21.14867,21.39,22.69,Quintana Roo
729,2783,ESTACION DE SERVICIO LA ISLA S.A. DE C.V.,PL/962/EXP/ES/2015,-86.84663,21.15669,21.39,22.39,Quintana Roo
730,2784,INMOBILIARIA CASTILLA LA MANCHA S.A. DE C.V.,PL/923/EXP/ES/2015,-88.91915,18.4593,20.49,21.29,Quintana Roo
774,2828,GASOLINERIA MANANTIAL S.A. DE C.V.,PL/1174/EXP/ES/2015,-86.87134,21.16607,21.49,22.74,Quintana Roo
854,2908,SERVICIOS COSTA AZUL TURQUESA S.A. DE C.V.,PL/910/EXP/ES/2015,-86.85789,21.13017,21.44,22.89,Quintana Roo
879,2933,SERVICIO MAHAHUAL S.A. DE C.V.,PL/1175/EXP/ES/2015,-87.05198,20.67104,21.44,22.74,Quintana Roo
898,2952,AVOGAS S.A. DE C.V.,PL/922/EXP/ES/2015,-87.07049,20.63811,21.44,22.74,Quintana Roo
931,2985,INMOBILIARIA LA CORUÑA S.A. DE C.V.,PL/924/EXP/ES/2015,-87.4528,20.21203,20.79,22.09,Quintana Roo
1049,3104,SERVICIOS COSTA AZUL TURQUESA S.A. DE C.V.,PL/925/EXP/ES/2015,-86.87739,21.14036,21.49,22.74,Quintana Roo
1064,3119,SERVICIOS LAGUNA S.A. DE C.V.,PL/912/EXP/ES/2015,-86.87228,21.13324,21.54,22.84,Quintana Roo
1104,3159,SERVICIO ARRECIFE S.A. DE C.V.,PL/1034/EXP/ES/2015,-86.87454,21.15571,21.39,22.69,Quintana Roo
1123,3178,INMOBILIARIA CHILUCA S.A. DE C.V.,PL/1893/EXP/ES/2015,-87.446,20.21626,20.54,21.89,Quintana Roo
1124,3179,INMOBILIARIA OSTUNI S.A. DE C.V.,PL/2040/EXP/ES/2015,-86.93461,20.49878,21.69,22.99,Quintana Roo
1163,3218,ESTACION SERVICIO OTOCH S.A. DE C.V.,PL/1859/EXP/ES/2015,-88.28687,18.51772,19.99,21.09,Quintana Roo
1186,3241,INMOBILIARIA ARCO KABAH S.A. DE C.V.,PL/2018/EXP/ES/2015,-86.87762,21.12713,21.54,22.89,Quintana Roo
1188,3243,INMOBILIARIA MONOSABIO S.A. DE C.V.,PL/1898/EXP/ES/2015,-86.85324,21.1843,21.34,22.49,Quintana Roo
1190,3245,SERVICIOS TUCANES S.A. DE C.V.,PL/1626/EXP/ES/2015,-86.85915,21.17213,21.39,22.64,Quintana Roo
1194,3249,INMOBILIARIA TRES ISLAS S.A.D E C.V.,PL/1683/EXP/ES/2015,-87.06979,20.66055,21.49,22.79,Quintana Roo
1202,3257,SERVICIO VILLA RICA S.A. DE C.V.,PL/2042/EXP/ES/2015,-86.89312,20.85439,21.44,22.74,Quintana Roo
1232,3287,ESTACION DE SERVICIO SEVILLA S.A. DE C.V.,PL/1589/EXP/ES/2015,-87.10187,20.61264,21.44,22.74,Quintana Roo
1238,3293,GASOLINERIA LA CRUZ DE SERVICIO S.A. DE C.V.,PL/1681/EXP/ES/2015,-87.07983,20.65759,21.54,22.79,Quintana Roo
1244,3299,SERVICIOS PLAYA CENTRO S.A. DE C.V.,PL/2041/EXP/ES/2015,-87.07653,20.64579,21.49,22.79,Quintana Roo
1253,3308,SERVICIO KOHUNLICH S.A. DE C.V.,PL/1597/EXP/ES/2015,-86.85021,21.13884,21.49,22.79,Quintana Roo
1268,3323,SERVICIO MIRADOR S.A. DE C.V.,PL/1849/EXP/ES/2015,-86.82726,21.17013,21.39,22.44,Quintana Roo
1278,3333,GASTAURUS S.A. DE C.V.,PL/1630/EXP/ES/2015,-86.83932,21.10634,21.54,22.89,Quintana Roo
1281,3336,SERVICIOS CAMINO S.A. DE C.V.,PL/1848/EXP/ES/2015,-86.83038,21.18984,21.44,22.64,Quintana Roo
1298,3353,ESTACION DE SERVICIO BACALAR S.A. DE C.V.,PL/1857/EXP/ES/2015,-88.04486,19.56569,21.14,22.24,Quintana Roo
